orderNumber,orderDate,arrivalDate,email,orderStatus,shipType,shipPrice,total order price,isLate,warehouseID
258,12/4/2021,25/04/2021,ezanolli3r@over-blog.com,Refund,Regular,$5 ,$797 ,1,1
259,15/07/2020,25/07/2020,rhadwinp@ox.ac.uk,Complete,Regular,$5 ,$969 ,1,1
260,3/12/2021,17/12/2021,acullotey2c@ebay.com,Cancelled,Regular,$5 ,$151 ,1,1
261,3/9/2021,8/9/2021,aclulow3u@usa.gov,Complete,Regular,$5 ,$954 ,0,7
262,25/02/2021,26/02/2021,bkelberman4g@loc.gov,Complete,Fast,$10 ,$892 ,0,1
263,10/5/2021,14/05/2021,hbacke47@scientificamerican.com,Complete,Regular,$5 ,"$4,028 ",0,6
264,4/12/2022,10/12/2022,lbonnar1@mac.com,Complete,Regular,$5 ,$357 ,0,1
265,6/12/2021,12/12/2021,nloosmore1f@un.org,Complete,Regular,$5 ,"$1,388 ",0,1
266,2/4/2023,10/4/2023,apirnie6@networkadvertising.org,Complete,Regular,$5 ,$467 ,0,4
267,14/11/2022,17/11/2022,rbeckingham2l@goodreads.com,Complete,Fast,$10 ,$83 ,0,6
268,28/10/2022,8/11/2022,ccordero1t@miibeian.gov.cn,Cancelled,Regular,$5 ,$321 ,1,3
269,13/07/2022,17/07/2022,cmotion3e@skyrock.com,Complete,Regular,$5 ,$156 ,0,7
270,29/08/2022,8/9/2022,smacdiarmid1g@pagesperso-orange.fr,Complete,Regular,$5 ,$800 ,1,1
271,15/03/2021,20/03/2021,vjunkinson3m@soup.io,Complete,Regular,$5 ,"$2,997 ",0,2
272,14/08/2021,23/08/2021,jasch2m@myspace.com,Complete,Regular,$5 ,$732 ,0,5
273,10/2/2022,15/02/2022,cperillo2u@51.la,Complete,Regular,$5 ,$261 ,0,7
274,28/08/2021,11/9/2021,btatam3g@cpanel.net,Cancelled,Regular,$5 ,$894 ,1,5
275,11/5/2020,22/05/2020,cdowney3d@berkeley.edu,Cancelled,Regular,$5 ,$333 ,1,1
276,2/11/2020,12/11/2020,wstukings1w@sourceforge.net,Complete,Regular,$5 ,"$1,271 ",1,6
277,10/9/2022,24/09/2022,lever3f@purevolume.com,Refund,Regular,$5 ,$966 ,1,7
278,1/7/2021,5/7/2021,ksolesbury15@behance.net,Complete,Regular,$5 ,$329 ,0,7
279,16/03/2022,23/03/2022,wpollicatt11@uiuc.edu,Complete,Regular,$5 ,"$2,374 ",0,5
280,10/11/2020,14/11/2020,aclulow3u@usa.gov,Complete,Regular,$5 ,"$5,574 ",0,2
281,11/8/2021,21/08/2021,rmacdougal2j@ft.com,Complete,Regular,$5 ,$846 ,1,2
282,28/11/2022,30/11/2022,rmacklinm@mit.edu,Complete,Fast,$10 ,"$4,134 ",0,5
283,5/2/2022,6/2/2022,cbartholinu@samsung.com,Complete,Fast,$10 ,"$1,974 ",0,1
284,19/10/2022,22/10/2022,kvoules4v@unblog.fr,Complete,Fast,$10 ,"$1,450 ",0,7
285,4/1/2022,13/01/2022,vsevin53@typepad.com,Complete,Regular,$5 ,$964 ,0,2
286,30/11/2020,8/12/2020,tstracey39@blogspot.com,Complete,Regular,$5 ,$419 ,0,2
287,17/08/2020,22/08/2020,ewadie2v@yelp.com,Complete,Regular,$5 ,$869 ,0,7
288,20/01/2023,3/2/2023,akochl32@pcworld.com,Cancelled,Regular,$5 ,"$4,800 ",1,7
289,27/10/2020,7/11/2020,cbirtles4b@salon.com,Refund,Regular,$5 ,"$1,288 ",1,6
290,10/2/2023,15/02/2023,bnewlands62@networksolutions.com,Complete,Regular,$5 ,"$3,881 ",0,6
291,14/11/2021,16/11/2021,ezanolli3r@over-blog.com,Complete,Regular,$5 ,"$1,971 ",0,1
292,20/09/2021,26/09/2021,dthrustle50@chronoengine.com,Complete,Regular,$5 ,$96 ,0,1
293,11/9/2020,14/09/2020,rmacklinm@mit.edu,Complete,Fast,$10 ,$752 ,0,2
294,27/06/2022,28/06/2022,jkaubisch1d@phpbb.com,Complete,Regular,$5 ,"$2,192 ",0,1
295,29/09/2021,8/10/2021,jstilgo67@homestead.com,Complete,Regular,$5 ,$719 ,0,2
296,5/10/2020,18/10/2020,gbanford9@so-net.ne.jp,Cancelled,Regular,$5 ,"$2,376 ",1,2
297,26/11/2021,7/12/2021,jtootin3p@youku.com,Refund,Regular,$5 ,$64 ,1,7
298,16/01/2023,24/01/2023,gcrafts60@diigo.com,Complete,Regular,$5 ,"$1,098 ",0,4
299,11/11/2020,15/11/2020,lsawforde10@microsoft.com,Complete,Regular,$5 ,"$1,413 ",0,6
300,3/8/2021,9/8/2021,mdyball19@ustream.tv,Complete,Regular,$5 ,"$2,475 ",0,7
301,15/04/2021,28/04/2021,mdrieu61@godaddy.com,Refund,Regular,$5 ,$740 ,1,2
302,10/2/2021,15/02/2021,ecable2k@taobao.com,Complete,Regular,$5 ,$91 ,0,4
303,19/11/2020,29/11/2020,adurnin4p@ed.gov,Complete,Regular,$5 ,$780 ,1,2
304,15/08/2020,22/08/2020,rlesser30@geocities.com,Complete,Regular,$5 ,"$1,932 ",0,2
305,8/3/2023,17/03/2023,rbrimilcombe2o@lycos.com,Complete,Regular,$5 ,$587 ,0,3
306,9/10/2021,18/10/2021,wlait22@bloglovin.com,Complete,Regular,$5 ,"$2,698 ",0,7
307,19/01/2023,28/01/2023,etimbridge4s@cyberchimps.com,Complete,Regular,$5 ,$471 ,0,2
308,5/3/2021,14/03/2021,imacduffie3h@goodreads.com,Complete,Regular,$5 ,$199 ,0,2
309,22/02/2022,1/3/2022,mhalley5y@prlog.org,Complete,Regular,$5 ,$834 ,0,2
310,6/2/2023,9/2/2023,bsivills3k@yellowbook.com,Complete,Fast,$10 ,$347 ,0,2
311,12/8/2021,25/08/2021,jkaubisch1d@phpbb.com,Cancelled,Regular,$5 ,"$2,550 ",1,7
312,8/10/2020,21/10/2020,eparradine34@thetimes.co.uk,Refund,Regular,$5 ,"$1,206 ",1,1
313,17/03/2022,28/03/2022,bartingstall44@live.com,Cancelled,Regular,$5 ,$834 ,1,2
314,9/9/2022,12/9/2022,bcausier46@php.net,Complete,Regular,$5 ,$443 ,0,1
315,16/09/2020,17/09/2020,ahallbord6o@uiuc.edu,Complete,Fast,$10 ,"$1,398 ",0,7
316,13/11/2020,19/11/2020,cmellsop5o@dropbox.com,Complete,Regular,$5 ,"$1,349 ",0,2
317,31/03/2021,3/4/2021,rbeckingham2l@goodreads.com,Complete,Regular,$5 ,$646 ,0,7
318,25/05/2022,30/05/2022,gcicci1s@networksolutions.com,Complete,Regular,$5 ,$430 ,0,5
319,20/05/2021,22/05/2021,sdunnan45@china.com.cn,Complete,Regular,$5 ,$820 ,0,6
320,4/2/2022,8/2/2022,rbrimilcombe2o@lycos.com,Complete,Regular,$5 ,$715 ,0,1
321,11/8/2021,23/08/2021,dbruggen5n@gizmodo.com,Refund,Regular,$5 ,$764 ,1,5
322,25/04/2021,6/5/2021,abragger6e@usatoday.com,Cancelled,Regular,$5 ,$230 ,1,2
323,30/09/2021,8/10/2021,ptangyew@gnu.org,Complete,Regular,$5 ,"$1,424 ",0,2
324,28/12/2022,29/12/2022,lbonnar1@mac.com,Complete,Fast,$10 ,$85 ,0,6
325,24/09/2022,5/10/2022,rbolland16@state.tx.us,Refund,Regular,$5 ,$179 ,1,5
326,8/3/2021,12/3/2021,wpoltun2f@myspace.com,Complete,Regular,$5 ,"$1,093 ",0,1
327,3/11/2022,13/11/2022,lguilletonz@huffingtonpost.com,Complete,Regular,$5 ,$281 ,1,6
328,24/01/2021,31/01/2021,ssimeoni1b@cbslocal.com,Complete,Regular,$5 ,"$2,283 ",0,1
329,26/08/2022,29/08/2022,lskarman4y@cbslocal.com,Complete,Fast,$10 ,"$1,230 ",0,5
330,17/10/2020,19/10/2020,mboodell6k@smh.com.au,Complete,Regular,$5 ,"$1,012 ",0,2
331,17/09/2021,20/09/2021,wcaccavari4i@1688.com,Complete,Regular,$5 ,$761 ,0,1
332,30/05/2021,5/6/2021,smacdiarmid1g@pagesperso-orange.fr,Complete,Regular,$5 ,$876 ,0,6
333,14/07/2020,25/07/2020,hleirmonth1q@theglobeandmail.com,Refund,Regular,$5 ,$735 ,1,1
334,15/12/2020,18/12/2020,caneley40@msn.com,Complete,Fast,$10 ,$367 ,0,2
335,8/10/2021,9/10/2021,ksparke1o@foxnews.com,Complete,Regular,$5 ,$255 ,0,6
336,16/01/2021,29/01/2021,ryanuk1y@123-reg.co.uk,Cancelled,Regular,$5 ,"$2,121 ",1,2
337,12/4/2023,23/04/2023,ksitlington3o@cbc.ca,Cancelled,Regular,$5 ,$636 ,1,1
338,4/10/2021,13/10/2021,bkenworthey6d@creativecommons.org,Complete,Regular,$5 ,$908 ,0,2
339,22/08/2022,2/9/2022,kwayne2w@zdnet.com,Cancelled,Regular,$5 ,"$4,141 ",1,1
340,16/08/2020,22/08/2020,efassmann6r@sohu.com,Complete,Regular,$5 ,$770 ,0,6
341,11/10/2022,14/10/2022,cmoreingv@army.mil,Complete,Regular,$5 ,$839 ,0,1
342,31/07/2022,11/8/2022,avanderhoog24@myspace.com,Refund,Regular,$5 ,$414 ,1,2
343,14/09/2022,22/09/2022,hpuckham4u@google.com,Complete,Regular,$5 ,"$1,790 ",0,5
344,30/07/2022,5/8/2022,asillitoe1v@ucsd.edu,Complete,Regular,$5 ,"$1,990 ",0,1
345,14/04/2023,19/04/2023,dstickells5b@hugedomains.com,Complete,Regular,$5 ,"$1,726 ",0,1
346,21/05/2020,1/6/2020,nhilliam6n@ted.com,Cancelled,Regular,$5 ,$84 ,1,6
347,2/5/2022,11/5/2022,rmacklinm@mit.edu,Complete,Regular,$5 ,"$2,000 ",0,2
348,14/02/2022,19/02/2022,mwormell6p@typepad.com,Complete,Regular,$5 ,"$2,000 ",0,3
349,15/09/2021,17/09/2021,bwillavize3x@bloglines.com,Complete,Regular,$5 ,"$1,492 ",0,2
350,22/11/2020,4/12/2020,rmacklinm@mit.edu,Refund,Regular,$5 ,"$2,063 ",1,7
351,16/01/2023,29/01/2023,umacvain4t@ocn.ne.jp,Cancelled,Regular,$5 ,$295 ,1,7
352,3/4/2023,15/04/2023,lramsay69@fema.gov,Cancelled,Regular,$5 ,"$4,064 ",1,1
353,23/10/2020,30/10/2020,stroake1l@biglobe.ne.jp,Complete,Regular,$5 ,$771 ,0,5
354,24/09/2022,5/10/2022,pbondesen4q@ebay.co.uk,Cancelled,Regular,$5 ,$571 ,1,1
355,19/02/2021,24/02/2021,fbalcon2y@state.tx.us,Complete,Regular,$5 ,"$1,037 ",0,7
356,23/11/2022,28/11/2022,mhuwsr@mit.edu,Complete,Regular,$5 ,$775 ,0,6
357,2/6/2022,8/6/2022,ptangyew@gnu.org,Complete,Regular,$5 ,$66 ,0,7
358,10/1/2022,24/01/2022,hbacke47@scientificamerican.com,Refund,Regular,$5 ,"$3,686 ",1,7
359,31/12/2020,12/1/2021,pmackaile2x@telegraph.co.uk,Refund,Regular,$5 ,$247 ,1,2
360,26/06/2020,6/7/2020,jaddy6m@list-manage.com,Complete,Regular,$5 ,"$3,623 ",1,1
361,10/9/2022,11/9/2022,ahudless20@wisc.edu,Complete,Regular,$5 ,"$2,646 ",0,1
362,28/09/2021,3/10/2021,wpoltun2f@myspace.com,Complete,Regular,$5 ,"$1,282 ",0,5
363,14/11/2020,25/11/2020,gteodoro4f@lulu.com,Cancelled,Regular,$5 ,$318 ,1,2
364,25/05/2020,4/6/2020,smacdiarmid1g@pagesperso-orange.fr,Complete,Regular,$5 ,$982 ,1,7
365,13/02/2023,19/02/2023,jfillary3a@miitbeian.gov.cn,Complete,Regular,$5 ,"$2,173 ",0,4
366,31/05/2021,2/6/2021,oimm2q@dropbox.com,Complete,Fast,$10 ,"$1,691 ",0,1
367,24/06/2020,2/7/2020,ryanuk1y@123-reg.co.uk,Complete,Regular,$5 ,"$1,107 ",0,1
368,1/5/2023,2/5/2023,mhalley5y@prlog.org,Complete,Fast,$10 ,$278 ,0,6
369,6/5/2021,20/05/2021,edodswell5k@google.fr,Cancelled,Regular,$5 ,"$1,575 ",1,2
370,6/4/2021,14/04/2021,egauthorpp38@tuttocitta.it,Complete,Regular,$5 ,"$1,799 ",0,2
371,10/4/2021,21/04/2021,cmellsop5o@dropbox.com,Cancelled,Regular,$5 ,$377 ,1,1
372,16/08/2020,28/08/2020,aheardman1j@fda.gov,Cancelled,Regular,$5 ,$568 ,1,2
373,12/9/2022,15/09/2022,adurnin4p@ed.gov,Complete,Fast,$10 ,$99 ,0,2
374,5/5/2021,18/05/2021,emcknish4a@scientificamerican.com,Cancelled,Regular,$5 ,"$1,069 ",1,2
375,10/8/2020,21/08/2020,cperillo2u@51.la,Cancelled,Regular,$5 ,$79 ,1,7
376,19/01/2023,21/01/2023,wstukings1w@sourceforge.net,Complete,Regular,$5 ,$120 ,0,7
377,16/05/2021,27/05/2021,astockley2a@theguardian.com,Refund,Regular,$5 ,$100 ,1,6
378,21/08/2022,31/08/2022,lever3f@purevolume.com,Complete,Regular,$5 ,$303 ,1,1
379,19/07/2020,23/07/2020,wpollicatt11@uiuc.edu,Complete,Regular,$5 ,$230 ,0,4
380,4/6/2022,12/6/2022,astockley2a@theguardian.com,Complete,Regular,$5 ,$297 ,0,2
381,13/09/2022,23/09/2022,alauritzena@hostgator.com,Complete,Regular,$5 ,"$1,491 ",1,7
382,17/07/2022,26/07/2022,itomaini2g@usa.gov,Complete,Regular,$5 ,"$1,481 ",0,3
383,7/7/2022,21/07/2022,lbonnar1@mac.com,Refund,Regular,$5 ,"$2,180 ",1,5
384,5/10/2022,15/10/2022,vsevin53@typepad.com,Complete,Regular,$5 ,$369 ,1,7
385,30/12/2022,10/1/2023,aleidecker29@army.mil,Refund,Regular,$5 ,"$1,155 ",1,2
386,27/05/2022,29/05/2022,pbondesen4q@ebay.co.uk,Complete,Regular,$5 ,"$1,342 ",0,2
387,10/4/2022,24/04/2022,jreichert5a@state.gov,Refund,Regular,$5 ,"$1,285 ",1,3
388,13/06/2022,24/06/2022,egauthorpp38@tuttocitta.it,Refund,Regular,$5 ,$160 ,1,5
389,1/4/2021,7/4/2021,avanderhoog24@myspace.com,Complete,Regular,$5 ,"$2,769 ",0,1
390,1/3/2023,3/3/2023,asillitoe1v@ucsd.edu,Complete,Fast,$10 ,$779 ,0,2
391,27/04/2023,10/5/2023,smacdiarmid1g@pagesperso-orange.fr,Cancelled,Regular,$5 ,$129 ,1,6
392,28/10/2022,3/11/2022,gcicci1s@networksolutions.com,Complete,Regular,$5 ,"$1,177 ",0,2
393,27/11/2021,28/11/2021,rmeijer5q@freewebs.com,Complete,Regular,$5 ,"$1,834 ",0,2
394,10/7/2021,14/07/2021,ctaplow6h@jigsy.com,Complete,Regular,$5 ,"$3,734 ",0,1
395,11/7/2022,23/07/2022,gteodoro4f@lulu.com,Cancelled,Regular,$5 ,$173 ,1,1
396,12/9/2021,21/09/2021,gdesaur2p@businesswire.com,Complete,Regular,$5 ,$213 ,0,6
397,26/12/2020,8/1/2021,ppoundford1u@cocolog-nifty.com,Cancelled,Regular,$5 ,"$1,252 ",1,1
398,17/01/2021,23/01/2021,ecable2k@taobao.com,Complete,Regular,$5 ,$530 ,0,1
399,26/09/2022,27/09/2022,rmitchenson1a@mysql.com,Complete,Regular,$5 ,$131 ,0,2
400,19/08/2021,31/08/2021,cdowney3d@berkeley.edu,Refund,Regular,$5 ,"$1,056 ",1,2
401,15/07/2021,19/07/2021,jniblo2h@walmart.com,Complete,Regular,$5 ,$822 ,0,7
402,8/7/2020,19/07/2020,ahallbord6o@uiuc.edu,Cancelled,Regular,$5 ,$328 ,1,7
403,22/06/2020,6/7/2020,agabbatt59@hc360.com,Cancelled,Regular,$5 ,$928 ,1,7
404,15/05/2020,16/05/2020,mhuwsr@mit.edu,Complete,Fast,$10 ,$216 ,0,7
405,27/01/2023,9/2/2023,bbalcers3j@nymag.com,Refund,Regular,$5 ,"$1,799 ",1,7
406,10/7/2020,22/07/2020,lramsay69@fema.gov,Refund,Regular,$5 ,$247 ,1,2
407,29/12/2022,11/1/2023,lwebbyo@spiegel.de,Cancelled,Regular,$5 ,$473 ,1,1
408,22/10/2020,26/10/2020,mtillyer5r@youtu.be,Complete,Regular,$5 ,"$1,382 ",0,1
409,5/7/2020,17/07/2020,jsainsl@cnet.com,Refund,Regular,$5 ,$337 ,1,7
410,27/05/2020,30/05/2020,ebensusan13@bandcamp.com,Complete,Regular,$5 ,$619 ,0,2
411,4/8/2021,7/8/2021,aharmson4j@reverbnation.com,Complete,Fast,$10 ,$116 ,0,2
412,22/03/2021,27/03/2021,cmoreingv@army.mil,Complete,Regular,$5 ,$37 ,0,7
413,14/04/2021,20/04/2021,abragger6e@usatoday.com,Complete,Regular,$5 ,"$1,267 ",0,7
414,4/3/2023,12/3/2023,acullotey2c@ebay.com,Complete,Regular,$5 ,$99 ,0,5
415,31/08/2022,7/9/2022,mbelsey3s@flickr.com,Complete,Regular,$5 ,$342 ,0,2
416,1/5/2021,5/5/2021,aruperto3v@reference.com,Complete,Regular,$5 ,"$1,145 ",0,1
417,8/4/2023,21/04/2023,cchown4z@dmoz.org,Refund,Regular,$5 ,$694 ,1,1
418,25/07/2022,28/07/2022,emcknish4a@scientificamerican.com,Complete,Fast,$10 ,"$1,009 ",0,2
419,30/06/2020,1/7/2020,dduggon57@geocities.jp,Complete,Fast,$10 ,"$1,450 ",0,7
420,30/03/2021,6/4/2021,bkenworthey6d@creativecommons.org,Complete,Regular,$5 ,$24 ,0,1
421,14/08/2022,24/08/2022,hpuckham4u@google.com,Complete,Regular,$5 ,$398 ,1,1
422,30/10/2022,7/11/2022,sdear6v@bizjournals.com,Complete,Regular,$5 ,"$2,282 ",0,2
423,26/06/2022,29/06/2022,scansfield6b@google.nl,Complete,Fast,$10 ,$959 ,0,1
424,25/03/2022,3/4/2022,ahallbord6o@uiuc.edu,Complete,Regular,$5 ,"$2,025 ",0,2
425,16/03/2023,23/03/2023,lmayfield37@weibo.com,Complete,Regular,$5 ,"$3,751 ",0,2
426,24/05/2021,26/05/2021,wstukings1w@sourceforge.net,Complete,Regular,$5 ,"$3,467 ",0,2
427,9/10/2021,17/10/2021,jniblo2h@walmart.com,Complete,Regular,$5 ,$661 ,0,1
428,15/10/2020,22/10/2020,wfretwell5x@ask.com,Complete,Regular,$5 ,"$2,479 ",0,7
429,1/11/2020,5/11/2020,jreichert5a@state.gov,Complete,Regular,$5 ,$60 ,0,6
430,11/6/2021,15/06/2021,fhimsworth7@abc.net.au,Complete,Regular,$5 ,"$1,475 ",0,1
431,26/01/2022,6/2/2022,wcaccavari4i@1688.com,Refund,Regular,$5 ,$45 ,1,1
432,6/3/2022,17/03/2022,aruperto3v@reference.com,Cancelled,Regular,$5 ,$731 ,1,3
433,12/5/2020,13/05/2020,epatullo3w@paypal.com,Complete,Regular,$5 ,"$1,450 ",0,2
434,27/06/2021,28/06/2021,aclulow3u@usa.gov,Complete,Fast,$10 ,"$1,477 ",0,2
435,8/5/2023,17/05/2023,dbettertonj@tripod.com,Complete,Regular,$5 ,"$5,156 ",0,6
436,11/4/2023,25/04/2023,ddykins68@sciencedaily.com,Refund,Regular,$5 ,"$1,654 ",1,1
437,12/8/2021,25/08/2021,ebensusan13@bandcamp.com,Refund,Regular,$5 ,"$1,652 ",1,6
438,18/08/2021,23/08/2021,kbrennenstuhl36@earthlink.net,Complete,Regular,$5 ,$388 ,0,1
439,28/06/2020,1/7/2020,tfoch5w@pbs.org,Complete,Fast,$10 ,$377 ,0,7
440,6/12/2021,17/12/2021,kwayne2w@zdnet.com,Cancelled,Regular,$5 ,$374 ,1,1
441,16/12/2022,29/12/2022,kardernee@blog.com,Refund,Regular,$5 ,"$1,662 ",1,5
442,2/8/2021,11/8/2021,nsantorinik@japanpost.jp,Complete,Regular,$5 ,$440 ,0,1
443,8/11/2020,22/11/2020,wlait22@bloglovin.com,Refund,Regular,$5 ,"$1,323 ",1,6
444,22/02/2022,2/3/2022,cstammirs6q@google.com.au,Complete,Regular,$5 ,$189 ,0,7
445,9/9/2020,23/09/2020,rbolland16@state.tx.us,Cancelled,Regular,$5 ,$940 ,1,7
446,3/7/2020,10/7/2020,mboodell6k@smh.com.au,Complete,Regular,$5 ,"$2,911 ",0,2
447,3/7/2022,8/7/2022,kboolsen5f@engadget.com,Complete,Regular,$5 ,"$2,668 ",0,5
448,5/6/2021,10/6/2021,dpieche1k@wunderground.com,Complete,Regular,$5 ,$205 ,0,5
449,12/4/2021,23/04/2021,ezanolli3r@over-blog.com,Cancelled,Regular,$5 ,$310 ,1,6
450,29/09/2022,8/10/2022,ashillito26@marketwatch.com,Complete,Regular,$5 ,$541 ,0,1
451,24/05/2022,1/6/2022,awenderott48@hc360.com,Complete,Regular,$5 ,"$1,763 ",0,3
452,26/06/2022,28/06/2022,vsevin53@typepad.com,Complete,Fast,$10 ,$722 ,0,1
453,15/05/2021,18/05/2021,wfretwell5x@ask.com,Complete,Fast,$10 ,$400 ,0,5
454,29/04/2021,2/5/2021,nsantorinik@japanpost.jp,Complete,Regular,$5 ,$220 ,0,7
455,30/08/2020,4/9/2020,rbrimilcombe2o@lycos.com,Complete,Regular,$5 ,$767 ,0,1
456,10/10/2021,11/10/2021,astockley2a@theguardian.com,Complete,Fast,$10 ,"$2,307 ",0,1
457,23/07/2021,28/07/2021,nhiland4w@state.gov,Complete,Regular,$5 ,"$6,076 ",0,2
458,12/7/2020,24/07/2020,bhearthfield2t@squarespace.com,Refund,Regular,$5 ,"$1,980 ",1,1
459,29/05/2022,30/05/2022,rmacdougal2j@ft.com,Complete,Regular,$5 ,"$1,527 ",0,1
460,21/06/2020,1/7/2020,frevely12@issuu.com,Complete,Regular,$5 ,$364 ,1,7
461,2/11/2022,6/11/2022,hhesey66@constantcontact.com,Complete,Regular,$5 ,"$1,382 ",0,1
462,26/02/2023,3/3/2023,avanderhoog24@myspace.com,Complete,Regular,$5 ,"$1,551 ",0,6
463,2/2/2022,10/2/2022,bbalcers3j@nymag.com,Complete,Regular,$5 ,$336 ,0,7
464,22/01/2022,30/01/2022,csawood6u@bbb.org,Complete,Regular,$5 ,"$1,755 ",0,2
465,24/10/2021,31/10/2021,wstukings1w@sourceforge.net,Complete,Regular,$5 ,"$1,465 ",0,2
466,20/05/2022,3/6/2022,lord5e@odnoklassniki.ru,Cancelled,Regular,$5 ,$699 ,1,7
467,30/06/2022,11/7/2022,ksambrookx@amazon.com,Refund,Regular,$5 ,$486 ,1,5
468,27/05/2022,4/6/2022,bsivills3k@yellowbook.com,Complete,Regular,$5 ,"$5,091 ",0,3
469,2/4/2021,16/04/2021,epenrice64@aboutads.info,Refund,Regular,$5 ,"$1,080 ",1,7
470,3/3/2023,9/3/2023,mdrieu61@godaddy.com,Complete,Regular,$5 ,$902 ,0,5
471,8/3/2021,20/03/2021,gwondraschek2s@delicious.com,Cancelled,Regular,$5 ,"$3,843 ",1,2
472,21/02/2023,3/3/2023,wcaccavari4i@1688.com,Complete,Regular,$5 ,"$1,902 ",1,1
473,12/12/2020,17/12/2020,aruperto3v@reference.com,Complete,Regular,$5 ,"$1,208 ",0,7
474,6/7/2020,12/7/2020,fjozefowicz4h@hibu.com,Complete,Regular,$5 ,"$2,100 ",0,6
475,5/4/2022,10/4/2022,bbalcers3j@nymag.com,Complete,Regular,$5 ,$751 ,0,3
476,10/3/2022,24/03/2022,rmacdougal2j@ft.com,Refund,Regular,$5 ,$549 ,1,6
477,15/11/2022,20/11/2022,apirnie6@networkadvertising.org,Complete,Regular,$5 ,$335 ,0,1
478,11/10/2022,21/10/2022,agabbatt59@hc360.com,Complete,Regular,$5 ,$199 ,1,2
479,4/1/2023,5/1/2023,wcaccavari4i@1688.com,Complete,Regular,$5 ,"$1,562 ",0,2
480,20/10/2020,25/10/2020,rmacdougal2j@ft.com,Complete,Regular,$5 ,$44 ,0,2
481,21/02/2022,23/02/2022,nloosmore1f@un.org,Complete,Regular,$5 ,$906 ,0,2
482,15/04/2023,22/04/2023,fdurrington2r@whitehouse.gov,Complete,Regular,$5 ,$384 ,0,7
483,26/01/2023,3/2/2023,cburgett55@wufoo.com,Complete,Regular,$5 ,$328 ,0,2
484,24/10/2022,3/11/2022,sdunnan45@china.com.cn,Complete,Regular,$5 ,"$2,279 ",1,1
485,2/1/2021,14/01/2021,jpetrelluzzi43@ezinearticles.com,Cancelled,Regular,$5 ,"$7,654 ",1,5
486,3/1/2022,4/1/2022,gspatoni2e@foxnews.com,Complete,Regular,$5 ,"$2,329 ",0,1
487,1/7/2022,12/7/2022,cmoreingv@army.mil,Cancelled,Regular,$5 ,"$1,845 ",1,5
488,20/07/2020,1/8/2020,qbowkerq@scribd.com,Cancelled,Regular,$5 ,$724 ,1,7
489,14/07/2020,15/07/2020,sjaycox6s@google.es,Complete,Regular,$5 ,$414 ,0,2
490,20/02/2022,27/02/2022,lbonnesen6x@scientificamerican.com,Complete,Regular,$5 ,$400 ,0,1
491,11/4/2022,17/04/2022,epenrice64@aboutads.info,Complete,Regular,$5 ,$554 ,0,7
492,14/02/2022,28/02/2022,jtootin3p@youku.com,Refund,Regular,$5 ,$630 ,1,7
493,21/05/2020,31/05/2020,wpoltun2f@myspace.com,Complete,Regular,$5 ,"$4,173 ",1,2
494,26/12/2020,3/1/2021,epenrice64@aboutads.info,Complete,Regular,$5 ,$110 ,0,6
495,26/07/2022,30/07/2022,ecable2k@taobao.com,Complete,Regular,$5 ,"$1,164 ",0,1
496,26/02/2021,1/3/2021,ahalsallt@cafepress.com,Complete,Fast,$10 ,"$2,010 ",0,2
497,5/7/2022,6/7/2022,mtillyer5r@youtu.be,Complete,Regular,$5 ,$700 ,0,2
498,15/08/2020,22/08/2020,ecable2k@taobao.com,Complete,Regular,$5 ,"$1,726 ",0,1
499,12/4/2021,16/04/2021,cluxon5j@posterous.com,Complete,Regular,$5 ,$238 ,0,1
500,25/08/2022,1/9/2022,wperassi6c@live.com,Complete,Regular,$5 ,$622 ,0,2
501,28/09/2021,3/10/2021,dlorenc14@bigcartel.com,Complete,Regular,$5 ,$401 ,0,1
502,6/5/2023,19/05/2023,bmartinho2d@wikia.com,Cancelled,Regular,$5 ,$115 ,1,6
503,10/5/2022,20/05/2022,aruperto3v@reference.com,Complete,Regular,$5 ,$280 ,1,2
504,27/04/2022,10/5/2022,cluxon5j@posterous.com,Cancelled,Regular,$5 ,"$1,367 ",1,7
505,7/2/2021,18/02/2021,tcoo6w@usnews.com,Refund,Regular,$5 ,$507 ,1,6
506,2/7/2020,7/7/2020,dbettertonj@tripod.com,Complete,Regular,$5 ,$455 ,0,6
507,10/2/2023,21/02/2023,dbruggen5n@gizmodo.com,Cancelled,Regular,$5 ,$504 ,1,6
508,25/03/2023,8/4/2023,dthrustle50@chronoengine.com,Cancelled,Regular,$5 ,"$1,160 ",1,2
509,27/05/2022,7/6/2022,jgrigolon1z@qq.com,Cancelled,Regular,$5 ,"$1,532 ",1,6
510,8/1/2021,15/01/2021,nsantorinik@japanpost.jp,Complete,Regular,$5 ,$367 ,0,1
511,25/06/2021,1/7/2021,fbalcon2y@state.tx.us,Complete,Regular,$5 ,"$1,051 ",0,2
512,11/2/2023,22/02/2023,gbanford9@so-net.ne.jp,Refund,Regular,$5 ,"$2,624 ",1,2
513,25/01/2023,4/2/2023,jlidgerton4l@omniture.com,Complete,Regular,$5 ,$775 ,1,7
514,21/05/2020,31/05/2020,hpuckham4u@google.com,Complete,Regular,$5 ,$841 ,1,2
515,27/11/2021,3/12/2021,fjozefowicz4h@hibu.com,Complete,Regular,$5 ,$439 ,0,1
516,2/9/2022,3/9/2022,mtillyer5r@youtu.be,Complete,Regular,$5 ,"$1,168 ",0,6
